distance_from_food_x,distance_from_food_y,action 
-0.832,0.006,DOWN
-0.822,0.006,RIGHT
-0.812,0.006,RIGHT
-0.802,0.006,RIGHT
-0.792,0.006,RIGHT
-0.782,0.006,RIGHT
-0.772,0.006,RIGHT
-0.762,0.006,RIGHT
-0.752,0.006,RIGHT
-0.742,0.006,RIGHT
-0.732,0.006,RIGHT
-0.722,0.006,RIGHT
-0.712,0.006,RIGHT
-0.702,0.006,RIGHT
-0.692,0.006,RIGHT
-0.682,0.006,RIGHT
-0.672,0.006,RIGHT
-0.662,0.006,RIGHT
-0.652,0.006,RIGHT
-0.642,0.006,RIGHT
-0.632,0.006,RIGHT
-0.622,0.006,RIGHT
-0.612,0.006,RIGHT
-0.602,0.006,RIGHT
-0.592,0.006,RIGHT
-0.582,0.006,RIGHT
-0.572,0.006,RIGHT
-0.562,0.006,RIGHT
-0.552,0.006,RIGHT
-0.542,0.006,RIGHT
-0.532,0.006,RIGHT
-0.522,0.006,RIGHT
-0.512,0.006,RIGHT
-0.502,0.006,RIGHT
-0.492,0.006,RIGHT
-0.482,0.006,RIGHT
-0.472,0.006,RIGHT
-0.462,0.006,RIGHT
-0.452,0.006,RIGHT
-0.442,0.006,RIGHT
-0.432,0.006,RIGHT
-0.422,0.006,RIGHT
-0.412,0.006,RIGHT
-0.402,0.006,RIGHT
-0.392,0.006,RIGHT
-0.382,0.006,RIGHT
-0.372,0.006,RIGHT
-0.362,0.006,RIGHT
-0.352,0.006,RIGHT
-0.342,0.006,RIGHT
-0.332,0.006,RIGHT
-0.322,0.006,RIGHT
-0.312,0.006,RIGHT
-0.302,0.006,RIGHT
-0.292,0.006,RIGHT
-0.282,0.006,RIGHT
-0.272,0.006,RIGHT
-0.262,0.006,RIGHT
-0.252,0.006,RIGHT
-0.242,0.006,RIGHT
-0.232,0.006,RIGHT
-0.222,0.006,RIGHT
-0.212,0.006,RIGHT
-0.202,0.006,RIGHT
-0.192,0.006,RIGHT
-0.182,0.006,RIGHT
-0.172,0.006,RIGHT
-0.162,0.006,RIGHT
-0.152,0.006,RIGHT
-0.142,0.006,RIGHT
-0.132,0.006,RIGHT
-0.122,0.006,RIGHT
-0.112,0.006,RIGHT
-0.102,0.006,RIGHT
-0.092,0.006,RIGHT
-0.082,0.006,RIGHT
-0.072,0.006,RIGHT
-0.062,0.006,RIGHT
-0.052,0.006,RIGHT
-0.042,0.006,RIGHT
-0.032,0.006,RIGHT
-0.022,0.006,RIGHT
0.49,-0.498,RIGHT
0.48,-0.498,LEFT
0.47,-0.498,LEFT
0.46,-0.498,LEFT
0.45,-0.498,LEFT
0.44,-0.498,LEFT
0.43,-0.498,LEFT
0.42,-0.498,LEFT
0.41,-0.498,LEFT
0.4,-0.498,LEFT
0.39,-0.498,LEFT
0.38,-0.498,LEFT
0.37,-0.498,LEFT
0.36,-0.498,LEFT
0.35,-0.498,LEFT
0.34,-0.498,LEFT
0.33,-0.498,LEFT
0.32,-0.498,LEFT
0.31,-0.498,LEFT
0.3,-0.498,LEFT
0.29,-0.498,LEFT
0.28,-0.498,LEFT
0.27,-0.498,LEFT
0.26,-0.498,LEFT
0.25,-0.498,LEFT
0.24,-0.498,LEFT
0.23,-0.498,LEFT
0.22,-0.498,LEFT
0.21,-0.498,LEFT
0.2,-0.498,LEFT
0.19,-0.498,LEFT
0.18,-0.498,LEFT
0.17,-0.498,LEFT
0.16,-0.498,LEFT
0.15,-0.498,LEFT
0.14,-0.498,LEFT
0.13,-0.498,LEFT
0.12,-0.498,LEFT
0.12,-0.488,DOWN
0.12,-0.478,DOWN
0.12,-0.468,DOWN
0.12,-0.458,DOWN
0.12,-0.448,DOWN
0.12,-0.438,DOWN
0.12,-0.428,DOWN
0.12,-0.418,DOWN
0.12,-0.408,DOWN
0.12,-0.398,DOWN
0.12,-0.388,DOWN
0.12,-0.378,DOWN
0.12,-0.368,DOWN
0.12,-0.358,DOWN
0.12,-0.348,DOWN
0.12,-0.338,DOWN
0.12,-0.328,DOWN
0.12,-0.318,DOWN
0.12,-0.308,DOWN
0.12,-0.298,DOWN
0.12,-0.288,DOWN
0.12,-0.278,DOWN
0.12,-0.268,DOWN
0.12,-0.258,DOWN
0.12,-0.248,DOWN
0.12,-0.238,DOWN
0.12,-0.228,DOWN
0.12,-0.218,DOWN
0.12,-0.208,DOWN
0.12,-0.198,DOWN
0.12,-0.188,DOWN
0.12,-0.178,DOWN
0.12,-0.168,DOWN
0.12,-0.158,DOWN
0.12,-0.148,DOWN
0.12,-0.138,DOWN
0.12,-0.128,DOWN
0.12,-0.118,DOWN
0.12,-0.108,DOWN
0.12,-0.098,DOWN
0.12,-0.088,DOWN
0.12,-0.078,DOWN
0.12,-0.068,DOWN
0.12,-0.058,DOWN
0.12,-0.048,DOWN
0.12,-0.038,DOWN
0.12,-0.028,DOWN
0.12,-0.018,DOWN
0.11,-0.018,LEFT
0.1,-0.018,LEFT
0.09,-0.018,LEFT
0.08,-0.018,LEFT
0.07,-0.018,LEFT
0.06,-0.018,LEFT
0.05,-0.018,LEFT
0.04,-0.018,LEFT
0.03,-0.018,LEFT
0.03,-0.008,DOWN
0.02,-0.008,LEFT
-0.144,0.156,LEFT
-0.144,0.146,UP
-0.144,0.136,UP
-0.144,0.126,UP
-0.144,0.116,UP
-0.144,0.106,UP
-0.144,0.096,UP
-0.144,0.086,UP
-0.144,0.076,UP
-0.144,0.066,UP
-0.144,0.056,UP
-0.144,0.046,UP
-0.134,0.046,RIGHT
-0.124,0.046,RIGHT
-0.114,0.046,RIGHT
-0.104,0.046,RIGHT
-0.094,0.046,RIGHT
-0.084,0.046,RIGHT
-0.074,0.046,RIGHT
-0.064,0.046,RIGHT
-0.054,0.046,RIGHT
-0.044,0.046,RIGHT
-0.044,0.036,UP
-0.034,0.036,RIGHT
-0.024,0.036,RIGHT
-0.014,0.036,RIGHT
-0.014,0.026,UP
-0.414,0.204,RIGHT
-0.414,0.194,UP
-0.414,0.184,UP
-0.414,0.174,UP
-0.414,0.164,UP
-0.414,0.154,UP
-0.414,0.144,UP
-0.414,0.134,UP
-0.414,0.124,UP
-0.414,0.114,UP
-0.414,0.104,UP
-0.414,0.094,UP
-0.414,0.084,UP
-0.414,0.074,UP
-0.414,0.064,UP
-0.414,0.054,UP
-0.404,0.054,RIGHT
-0.394,0.054,RIGHT
-0.384,0.054,RIGHT
-0.374,0.054,RIGHT
-0.364,0.054,RIGHT
-0.354,0.054,RIGHT
-0.344,0.054,RIGHT
-0.334,0.054,RIGHT
-0.324,0.054,RIGHT
-0.314,0.054,RIGHT
-0.304,0.054,RIGHT
-0.304,0.044,UP
-0.294,0.044,RIGHT
-0.284,0.044,RIGHT
-0.274,0.044,RIGHT
-0.264,0.044,RIGHT
-0.254,0.044,RIGHT
-0.244,0.044,RIGHT
-0.234,0.044,RIGHT
-0.224,0.044,RIGHT
-0.214,0.044,RIGHT
-0.204,0.044,RIGHT
-0.194,0.044,RIGHT
-0.184,0.044,RIGHT
-0.174,0.044,RIGHT
-0.164,0.044,RIGHT
-0.154,0.044,RIGHT
-0.144,0.044,RIGHT
-0.134,0.044,RIGHT
-0.124,0.044,RIGHT
-0.114,0.044,RIGHT
-0.104,0.044,RIGHT
-0.094,0.044,RIGHT
-0.084,0.044,RIGHT
-0.074,0.044,RIGHT
-0.064,0.044,RIGHT
-0.054,0.044,RIGHT
-0.044,0.044,RIGHT
-0.034,0.044,RIGHT
-0.034,0.034,UP
-0.024,0.034,RIGHT
-0.014,0.034,RIGHT
-0.014,0.024,UP
0.008,0.0,RIGHT
0.838,0.026,LEFT
0.828,0.026,LEFT
0.818,0.026,LEFT
0.808,0.026,LEFT
0.798,0.026,LEFT
0.788,0.026,LEFT
0.778,0.026,LEFT
0.768,0.026,LEFT
0.758,0.026,LEFT
0.748,0.026,LEFT
0.738,0.026,LEFT
0.728,0.026,LEFT
0.718,0.026,LEFT
0.708,0.026,LEFT
0.698,0.026,LEFT
0.688,0.026,LEFT
0.678,0.026,LEFT
0.668,0.026,LEFT
0.658,0.026,LEFT
0.648,0.026,LEFT
0.638,0.026,LEFT
0.628,0.026,LEFT
0.618,0.026,LEFT
0.608,0.026,LEFT
0.598,0.026,LEFT
0.588,0.026,LEFT
0.578,0.026,LEFT
0.568,0.026,LEFT
0.558,0.026,LEFT
0.548,0.026,LEFT
0.538,0.026,LEFT
0.528,0.026,LEFT
0.518,0.026,LEFT
0.508,0.026,LEFT
0.498,0.026,LEFT
0.488,0.026,LEFT
0.478,0.026,LEFT
0.468,0.026,LEFT
0.458,0.026,LEFT
0.458,0.016,UP
0.448,0.016,LEFT
0.438,0.016,LEFT
0.428,0.016,LEFT
0.418,0.016,LEFT
0.408,0.016,LEFT
0.398,0.016,LEFT
0.388,0.016,LEFT
0.378,0.016,LEFT
0.368,0.016,LEFT
0.358,0.016,LEFT
0.348,0.016,LEFT
0.338,0.016,LEFT
0.328,0.016,LEFT
0.318,0.016,LEFT
0.308,0.016,LEFT
0.298,0.016,LEFT
0.288,0.016,LEFT
0.278,0.016,LEFT
0.268,0.016,LEFT
0.258,0.016,LEFT
0.248,0.016,LEFT
0.238,0.016,LEFT
0.228,0.016,LEFT
0.218,0.016,LEFT
0.208,0.016,LEFT
0.198,0.016,LEFT
0.188,0.016,LEFT
0.178,0.016,LEFT
0.168,0.016,LEFT
0.158,0.016,LEFT
0.148,0.016,LEFT
0.138,0.016,LEFT
0.128,0.016,LEFT
0.118,0.016,LEFT
0.108,0.016,LEFT
0.098,0.016,LEFT
0.088,0.016,LEFT
0.078,0.016,LEFT
0.068,0.016,LEFT
0.058,0.016,LEFT
0.048,0.016,LEFT
0.038,0.016,LEFT
0.028,0.016,LEFT
-0.156,0.406,LEFT
-0.156,0.396,UP
-0.156,0.386,UP
-0.156,0.376,UP
-0.156,0.366,UP
-0.156,0.356,UP
-0.156,0.346,UP
-0.156,0.336,UP
-0.156,0.326,UP
-0.156,0.316,UP
-0.156,0.306,UP
-0.156,0.296,UP
-0.156,0.286,UP
-0.156,0.276,UP
-0.156,0.266,UP
-0.156,0.256,UP
-0.156,0.246,UP
-0.156,0.236,UP
-0.156,0.226,UP
-0.156,0.216,UP
-0.156,0.206,UP
-0.156,0.196,UP
-0.156,0.186,UP
-0.156,0.176,UP
-0.156,0.166,UP
-0.156,0.156,UP
-0.156,0.146,UP
-0.156,0.136,UP
-0.156,0.126,UP
-0.156,0.116,UP
-0.156,0.106,UP
-0.156,0.096,UP
-0.156,0.086,UP
-0.156,0.076,UP
-0.156,0.066,UP
-0.156,0.056,UP
-0.156,0.046,UP
-0.146,0.046,RIGHT
-0.136,0.046,RIGHT
-0.126,0.046,RIGHT
-0.116,0.046,RIGHT
-0.106,0.046,RIGHT
-0.096,0.046,RIGHT
-0.086,0.046,RIGHT
-0.076,0.046,RIGHT
-0.066,0.046,RIGHT
-0.056,0.046,RIGHT
-0.046,0.046,RIGHT
-0.046,0.036,UP
-0.036,0.036,RIGHT
-0.026,0.036,RIGHT
-0.016,0.036,RIGHT
-0.016,0.026,UP
-0.574,-0.22,RIGHT
-0.574,-0.21,DOWN
-0.574,-0.2,DOWN
-0.574,-0.19,DOWN
-0.574,-0.18,DOWN
-0.574,-0.17,DOWN
-0.574,-0.16,DOWN
-0.574,-0.15,DOWN
-0.574,-0.14,DOWN
-0.574,-0.13,DOWN
-0.574,-0.12,DOWN
-0.574,-0.11,DOWN
-0.574,-0.1,DOWN
-0.574,-0.09,DOWN
-0.574,-0.08,DOWN
-0.574,-0.07,DOWN
-0.574,-0.06,DOWN
-0.574,-0.05,DOWN
-0.574,-0.04,DOWN
-0.574,-0.03,DOWN
-0.574,-0.02,DOWN
-0.574,-0.01,DOWN
-0.574,0.0,DOWN
-0.564,0.0,RIGHT
-0.554,0.0,RIGHT
-0.544,0.0,RIGHT
-0.534,0.0,RIGHT
-0.524,0.0,RIGHT
-0.514,0.0,RIGHT
-0.504,0.0,RIGHT
-0.494,0.0,RIGHT
-0.484,0.0,RIGHT
-0.474,0.0,RIGHT
-0.464,0.0,RIGHT
-0.454,0.0,RIGHT
-0.444,0.0,RIGHT
-0.434,0.0,RIGHT
-0.424,0.0,RIGHT
-0.414,0.0,RIGHT
-0.404,0.0,RIGHT
-0.394,0.0,RIGHT
-0.384,0.0,RIGHT
-0.374,0.0,RIGHT
-0.364,0.0,RIGHT
-0.354,0.0,RIGHT
-0.344,0.0,RIGHT
-0.334,0.0,RIGHT
-0.324,0.0,RIGHT
-0.314,0.0,RIGHT
-0.304,0.0,RIGHT
-0.294,0.0,RIGHT
-0.284,0.0,RIGHT
-0.274,0.0,RIGHT
-0.264,0.0,RIGHT
-0.254,0.0,RIGHT
-0.244,0.0,RIGHT
-0.234,0.0,RIGHT
-0.224,0.0,RIGHT
-0.214,0.0,RIGHT
-0.204,0.0,RIGHT
-0.194,0.0,RIGHT
-0.184,0.0,RIGHT
-0.174,0.0,RIGHT
-0.164,0.0,RIGHT
-0.154,0.0,RIGHT
-0.144,0.0,RIGHT
-0.134,0.0,RIGHT
-0.124,0.0,RIGHT
-0.114,0.0,RIGHT
-0.104,0.0,RIGHT
-0.094,0.0,RIGHT
-0.084,0.0,RIGHT
-0.074,0.0,RIGHT
-0.064,0.0,RIGHT
-0.054,0.0,RIGHT
-0.044,0.0,RIGHT
-0.034,0.0,RIGHT
-0.024,0.0,RIGHT
0.276,-0.342,RIGHT
0.276,-0.332,DOWN
0.276,-0.322,DOWN
0.276,-0.312,DOWN
0.276,-0.302,DOWN
0.276,-0.292,DOWN
0.276,-0.282,DOWN
0.276,-0.272,DOWN
0.276,-0.262,DOWN
0.276,-0.252,DOWN
0.276,-0.242,DOWN
0.276,-0.232,DOWN
0.276,-0.222,DOWN
0.276,-0.212,DOWN
0.276,-0.202,DOWN
0.276,-0.192,DOWN
0.276,-0.182,DOWN
0.276,-0.172,DOWN
0.276,-0.162,DOWN
0.276,-0.152,DOWN
0.276,-0.142,DOWN
0.276,-0.132,DOWN
0.276,-0.122,DOWN
0.276,-0.112,DOWN
0.276,-0.102,DOWN
0.276,-0.092,DOWN
0.276,-0.082,DOWN
0.276,-0.072,DOWN
0.276,-0.062,DOWN
0.276,-0.052,DOWN
0.276,-0.042,DOWN
0.276,-0.032,DOWN
0.276,-0.022,DOWN
0.276,-0.012,DOWN
0.266,-0.012,LEFT
0.256,-0.012,LEFT
0.246,-0.012,LEFT
0.236,-0.012,LEFT
0.226,-0.012,LEFT
0.216,-0.012,LEFT
0.206,-0.012,LEFT
0.196,-0.012,LEFT
0.186,-0.012,LEFT
0.176,-0.012,LEFT
0.166,-0.012,LEFT
0.156,-0.012,LEFT
0.146,-0.012,LEFT
0.136,-0.012,LEFT
0.126,-0.012,LEFT
0.116,-0.012,LEFT
0.106,-0.012,LEFT
0.096,-0.012,LEFT
0.086,-0.012,LEFT
0.076,-0.012,LEFT
0.066,-0.012,LEFT
0.056,-0.012,LEFT
0.046,-0.012,LEFT
0.036,-0.012,LEFT
0.026,-0.012,LEFT
-0.098,-0.126,LEFT
-0.098,-0.116,DOWN
-0.098,-0.106,DOWN
-0.098,-0.096,DOWN
-0.098,-0.086,DOWN
-0.098,-0.076,DOWN
-0.098,-0.066,DOWN
-0.098,-0.056,DOWN
-0.098,-0.046,DOWN
-0.098,-0.036,DOWN
-0.098,-0.026,DOWN
-0.098,-0.016,DOWN
-0.088,-0.016,RIGHT
-0.078,-0.016,RIGHT
-0.068,-0.016,RIGHT
-0.058,-0.016,RIGHT
-0.048,-0.016,RIGHT
-0.038,-0.016,RIGHT
-0.028,-0.016,RIGHT
0.204,0.56,DOWN
0.204,0.55,UP
0.204,0.54,UP
0.204,0.53,UP
0.204,0.52,UP
0.204,0.51,UP
0.204,0.5,UP
0.204,0.49,UP
0.204,0.48,UP
0.204,0.47,UP
0.204,0.46,UP
0.204,0.45,UP
0.204,0.44,UP
0.204,0.43,UP
0.204,0.42,UP
0.204,0.41,UP
0.204,0.4,UP
0.204,0.39,UP
0.204,0.38,UP
0.204,0.37,UP
0.204,0.36,UP
0.204,0.35,UP
0.204,0.34,UP
0.204,0.33,UP
0.204,0.32,UP
0.204,0.31,UP
0.204,0.3,UP
0.204,0.29,UP
0.204,0.28,UP
0.204,0.27,UP
0.204,0.26,UP
0.204,0.25,UP
0.204,0.24,UP
0.204,0.23,UP
0.204,0.22,UP
0.204,0.21,UP
0.204,0.2,UP
0.204,0.19,UP
0.204,0.18,UP
0.204,0.17,UP
0.204,0.16,UP
0.204,0.15,UP
0.204,0.14,UP
0.204,0.13,UP
0.204,0.12,UP
0.204,0.11,UP
0.204,0.1,UP
0.204,0.09,UP
0.204,0.08,UP
0.204,0.07,UP
0.204,0.06,UP
0.204,0.05,UP
0.204,0.04,UP
0.204,0.03,UP
0.194,0.03,LEFT
0.184,0.03,LEFT
0.174,0.03,LEFT
0.164,0.03,LEFT
0.154,0.03,LEFT
0.144,0.03,LEFT
0.134,0.03,LEFT
0.124,0.03,LEFT
0.114,0.03,LEFT
0.104,0.03,LEFT
0.094,0.03,LEFT
0.084,0.03,LEFT
0.074,0.03,LEFT
0.064,0.03,LEFT
0.054,0.03,LEFT
0.044,0.03,LEFT
0.034,0.03,LEFT
0.024,0.03,LEFT
0.014,0.03,LEFT
0.014,0.02,UP
-0.474,-0.656,LEFT
-0.464,-0.656,RIGHT
-0.454,-0.656,RIGHT
-0.444,-0.656,RIGHT
-0.434,-0.656,RIGHT
-0.424,-0.656,RIGHT
-0.414,-0.656,RIGHT
-0.404,-0.656,RIGHT
-0.394,-0.656,RIGHT
-0.384,-0.656,RIGHT
-0.374,-0.656,RIGHT
-0.364,-0.656,RIGHT
-0.354,-0.656,RIGHT
-0.344,-0.656,RIGHT
-0.334,-0.656,RIGHT
-0.324,-0.656,RIGHT
-0.314,-0.656,RIGHT
-0.304,-0.656,RIGHT
-0.294,-0.656,RIGHT
-0.284,-0.656,RIGHT
-0.274,-0.656,RIGHT
-0.264,-0.656,RIGHT
-0.254,-0.656,RIGHT
-0.244,-0.656,RIGHT
-0.234,-0.656,RIGHT
-0.224,-0.656,RIGHT
-0.214,-0.656,RIGHT
-0.204,-0.656,RIGHT
-0.194,-0.656,RIGHT
-0.184,-0.656,RIGHT
-0.174,-0.656,RIGHT
-0.164,-0.656,RIGHT
-0.154,-0.656,RIGHT
-0.144,-0.656,RIGHT
-0.134,-0.656,RIGHT
-0.124,-0.656,RIGHT
-0.114,-0.656,RIGHT
-0.104,-0.656,RIGHT
-0.094,-0.656,RIGHT
-0.084,-0.656,RIGHT
-0.074,-0.656,RIGHT
-0.064,-0.656,RIGHT
-0.054,-0.656,RIGHT
-0.044,-0.656,RIGHT
-0.034,-0.656,RIGHT
-0.024,-0.656,RIGHT
-0.014,-0.656,RIGHT
-0.004,-0.656,RIGHT
0.006,-0.656,RIGHT
0.006,-0.646,DOWN
0.006,-0.636,DOWN
0.006,-0.626,DOWN
0.006,-0.616,DOWN
0.006,-0.606,DOWN
0.006,-0.596,DOWN
0.006,-0.586,DOWN
0.006,-0.576,DOWN
0.006,-0.566,DOWN
0.006,-0.556,DOWN
0.006,-0.546,DOWN
0.006,-0.536,DOWN
0.006,-0.526,DOWN
0.006,-0.516,DOWN
0.006,-0.506,DOWN
0.006,-0.496,DOWN
0.006,-0.486,DOWN
0.006,-0.476,DOWN
0.006,-0.466,DOWN
0.006,-0.456,DOWN
0.006,-0.446,DOWN
0.006,-0.436,DOWN
0.006,-0.426,DOWN
0.006,-0.416,DOWN
0.006,-0.406,DOWN
0.006,-0.396,DOWN
0.006,-0.386,DOWN
0.006,-0.376,DOWN
0.006,-0.366,DOWN
0.006,-0.356,DOWN
0.006,-0.346,DOWN
0.006,-0.336,DOWN
0.006,-0.326,DOWN
0.006,-0.316,DOWN
0.006,-0.306,DOWN
0.006,-0.296,DOWN
0.006,-0.286,DOWN
0.006,-0.276,DOWN
0.006,-0.266,DOWN
0.006,-0.256,DOWN
0.006,-0.246,DOWN
0.006,-0.236,DOWN
0.006,-0.226,DOWN
0.006,-0.216,DOWN
0.006,-0.206,DOWN
0.006,-0.196,DOWN
0.006,-0.186,DOWN
0.006,-0.176,DOWN
0.006,-0.166,DOWN
0.006,-0.156,DOWN
0.006,-0.146,DOWN
0.006,-0.136,DOWN
0.006,-0.126,DOWN
0.006,-0.116,DOWN
0.006,-0.106,DOWN
0.006,-0.096,DOWN
0.006,-0.086,DOWN
0.006,-0.076,DOWN
0.006,-0.066,DOWN
0.006,-0.056,DOWN
0.006,-0.046,DOWN
0.006,-0.036,DOWN
0.006,-0.026,DOWN
0.48,0.254,DOWN
0.48,0.244,UP
0.48,0.234,UP
0.48,0.224,UP
0.48,0.214,UP
0.48,0.204,UP
0.48,0.194,UP
0.48,0.184,UP
0.48,0.174,UP
0.48,0.164,UP
0.48,0.154,UP
0.48,0.144,UP
0.48,0.134,UP
0.48,0.124,UP
0.48,0.114,UP
0.48,0.104,UP
0.48,0.094,UP
0.48,0.084,UP
0.48,0.074,UP
0.48,0.064,UP
0.48,0.054,UP
0.48,0.044,UP
0.48,0.034,UP
0.48,0.024,UP
0.47,0.024,LEFT
0.46,0.024,LEFT
0.45,0.024,LEFT
0.44,0.024,LEFT
0.43,0.024,LEFT
0.42,0.024,LEFT
0.41,0.024,LEFT
0.4,0.024,LEFT
0.39,0.024,LEFT
0.38,0.024,LEFT
0.37,0.024,LEFT
0.36,0.024,LEFT
0.35,0.024,LEFT
0.34,0.024,LEFT
0.33,0.024,LEFT
0.32,0.024,LEFT
0.31,0.024,LEFT
0.3,0.024,LEFT
0.29,0.024,LEFT
0.28,0.024,LEFT
0.27,0.024,LEFT
0.26,0.024,LEFT
0.25,0.024,LEFT
0.24,0.024,LEFT
0.23,0.024,LEFT
0.22,0.024,LEFT
0.21,0.024,LEFT
0.2,0.024,LEFT
0.19,0.024,LEFT
0.18,0.024,LEFT
0.17,0.024,LEFT
0.16,0.024,LEFT
0.15,0.024,LEFT
0.14,0.024,LEFT
0.13,0.024,LEFT
0.12,0.024,LEFT
0.11,0.024,LEFT
0.1,0.024,LEFT
0.09,0.024,LEFT
0.08,0.024,LEFT
0.07,0.024,LEFT
0.06,0.024,LEFT
0.05,0.024,LEFT
0.04,0.024,LEFT
0.03,0.024,LEFT
0.02,0.024,LEFT
-0.428,-0.152,LEFT
-0.428,-0.142,DOWN
-0.428,-0.132,DOWN
-0.428,-0.122,DOWN
-0.428,-0.112,DOWN
-0.428,-0.102,DOWN
-0.428,-0.092,DOWN
-0.428,-0.082,DOWN
-0.428,-0.072,DOWN
-0.428,-0.062,DOWN
-0.428,-0.052,DOWN
-0.428,-0.042,DOWN
-0.428,-0.032,DOWN
-0.428,-0.022,DOWN
-0.428,-0.012,DOWN
-0.418,-0.012,RIGHT
-0.408,-0.012,RIGHT
-0.398,-0.012,RIGHT
-0.388,-0.012,RIGHT
-0.378,-0.012,RIGHT
-0.368,-0.012,RIGHT
-0.358,-0.012,RIGHT
-0.348,-0.012,RIGHT
-0.338,-0.012,RIGHT
-0.328,-0.012,RIGHT
-0.318,-0.012,RIGHT
-0.308,-0.012,RIGHT
-0.298,-0.012,RIGHT
-0.288,-0.012,RIGHT
-0.278,-0.012,RIGHT
-0.268,-0.012,RIGHT
-0.258,-0.012,RIGHT
-0.248,-0.012,RIGHT
-0.238,-0.012,RIGHT
-0.228,-0.012,RIGHT
-0.218,-0.012,RIGHT
-0.208,-0.012,RIGHT
-0.198,-0.012,RIGHT
-0.188,-0.012,RIGHT
-0.178,-0.012,RIGHT
-0.168,-0.012,RIGHT
-0.158,-0.012,RIGHT
-0.148,-0.012,RIGHT
-0.138,-0.012,RIGHT
-0.128,-0.012,RIGHT
-0.118,-0.012,RIGHT
-0.108,-0.012,RIGHT
-0.098,-0.012,RIGHT
-0.088,-0.012,RIGHT
-0.078,-0.012,RIGHT
-0.068,-0.012,RIGHT
-0.058,-0.012,RIGHT
-0.048,-0.012,RIGHT
-0.038,-0.012,RIGHT
-0.028,-0.012,RIGHT
0.452,-0.224,RIGHT
0.452,-0.214,DOWN
0.452,-0.204,DOWN
0.452,-0.194,DOWN
0.452,-0.184,DOWN
0.452,-0.174,DOWN
0.452,-0.164,DOWN
0.452,-0.154,DOWN
0.452,-0.144,DOWN
0.452,-0.134,DOWN
0.452,-0.124,DOWN
0.452,-0.114,DOWN
0.452,-0.104,DOWN
0.452,-0.094,DOWN
0.452,-0.084,DOWN
0.452,-0.074,DOWN
0.452,-0.064,DOWN
0.452,-0.054,DOWN
0.452,-0.044,DOWN
0.452,-0.034,DOWN
0.452,-0.024,DOWN
0.452,-0.014,DOWN
0.442,-0.014,LEFT
0.432,-0.014,LEFT
0.422,-0.014,LEFT
0.412,-0.014,LEFT
0.402,-0.014,LEFT
0.392,-0.014,LEFT
0.382,-0.014,LEFT
0.372,-0.014,LEFT
0.362,-0.014,LEFT
0.352,-0.014,LEFT
0.342,-0.014,LEFT
0.332,-0.014,LEFT
0.322,-0.014,LEFT
0.312,-0.014,LEFT
0.302,-0.014,LEFT
0.292,-0.014,LEFT
0.282,-0.014,LEFT
0.272,-0.014,LEFT
0.262,-0.014,LEFT
0.252,-0.014,LEFT
0.242,-0.014,LEFT
0.232,-0.014,LEFT
0.222,-0.014,LEFT
0.212,-0.014,LEFT
0.202,-0.014,LEFT
0.192,-0.014,LEFT
0.182,-0.014,LEFT
0.172,-0.014,LEFT
0.162,-0.014,LEFT
0.152,-0.014,LEFT
0.142,-0.014,LEFT
0.132,-0.014,LEFT
0.122,-0.014,LEFT
0.112,-0.014,LEFT
0.102,-0.014,LEFT
0.092,-0.014,LEFT
0.082,-0.014,LEFT
0.072,-0.014,LEFT
0.062,-0.014,LEFT
0.052,-0.014,LEFT
0.042,-0.014,LEFT
0.032,-0.014,LEFT
0.022,-0.014,LEFT
0.332,0.402,LEFT
0.332,0.392,UP
0.332,0.382,UP
0.332,0.372,UP
0.332,0.362,UP
0.332,0.352,UP
0.332,0.342,UP
0.332,0.332,UP
0.332,0.322,UP
0.332,0.312,UP
0.332,0.302,UP
0.332,0.292,UP
0.332,0.282,UP
0.332,0.272,UP
0.332,0.262,UP
0.332,0.252,UP
0.332,0.242,UP
0.332,0.232,UP
0.332,0.222,UP
0.332,0.212,UP
0.332,0.202,UP
0.332,0.192,UP
0.332,0.182,UP
0.332,0.172,UP
0.332,0.162,UP
0.332,0.152,UP
0.332,0.142,UP
0.332,0.132,UP
0.332,0.122,UP
0.332,0.112,UP
0.332,0.102,UP
0.332,0.092,UP
0.332,0.082,UP
0.332,0.072,UP
0.332,0.062,UP
0.332,0.052,UP
0.332,0.042,UP
0.332,0.032,UP
0.332,0.022,UP
0.322,0.022,LEFT
0.312,0.022,LEFT
0.302,0.022,LEFT
0.292,0.022,LEFT
0.282,0.022,LEFT
0.272,0.022,LEFT
0.262,0.022,LEFT
0.252,0.022,LEFT
0.242,0.022,LEFT
0.232,0.022,LEFT
0.222,0.022,LEFT
0.212,0.022,LEFT
0.202,0.022,LEFT
0.192,0.022,LEFT
0.182,0.022,LEFT
0.172,0.022,LEFT
0.162,0.022,LEFT
0.152,0.022,LEFT
0.142,0.022,LEFT
0.132,0.022,LEFT
0.122,0.022,LEFT
0.112,0.022,LEFT
0.102,0.022,LEFT
0.092,0.022,LEFT
0.082,0.022,LEFT
0.072,0.022,LEFT
0.062,0.022,LEFT
0.052,0.022,LEFT
0.042,0.022,LEFT
0.032,0.022,LEFT
0.022,0.022,LEFT
-0.67,0.554,LEFT
-0.67,0.544,UP
-0.67,0.534,UP
-0.67,0.524,UP
-0.67,0.514,UP
-0.67,0.504,UP
-0.67,0.494,UP
-0.67,0.484,UP
-0.67,0.474,UP
-0.67,0.464,UP
-0.67,0.454,UP
