distance_from_food_x,distance_from_food_y,action 
0.12,-0.198,DOWN
0.12,-0.188,DOWN
0.12,-0.178,DOWN
0.12,-0.168,DOWN
0.12,-0.158,DOWN
0.12,-0.148,DOWN
0.12,-0.138,DOWN
0.12,-0.128,DOWN
0.12,-0.118,DOWN
0.12,-0.108,DOWN
0.12,-0.098,DOWN
0.12,-0.088,DOWN
0.12,-0.078,DOWN
0.12,-0.068,DOWN
0.12,-0.058,DOWN
0.12,-0.048,DOWN
0.12,-0.038,DOWN
0.12,-0.028,DOWN
0.12,-0.018,DOWN
0.11,-0.018,LEFT
0.1,-0.018,LEFT
0.09,-0.018,LEFT
0.08,-0.018,LEFT
0.07,-0.018,LEFT
0.06,-0.018,LEFT
0.05,-0.018,LEFT
0.04,-0.018,LEFT
0.03,-0.018,LEFT
0.03,-0.008,DOWN
0.02,-0.008,LEFT
-0.642,0.942,LEFT
-0.642,0.932,UP
-0.642,0.922,UP
-0.642,0.912,UP
-0.642,0.902,UP
-0.642,0.892,UP
-0.642,0.882,UP
-0.642,0.872,UP
-0.642,0.862,UP
-0.642,0.852,UP
-0.642,0.842,UP
-0.642,0.832,UP
-0.642,0.822,UP
-0.642,0.812,UP
-0.642,0.802,UP
-0.642,0.792,UP
-0.642,0.782,UP
-0.642,0.772,UP
-0.642,0.762,UP
-0.642,0.752,UP
-0.642,0.742,UP
-0.642,0.732,UP
-0.642,0.722,UP
-0.642,0.712,UP
-0.642,0.702,UP
-0.642,0.692,UP
-0.642,0.682,UP
-0.642,0.672,UP
-0.642,0.662,UP
-0.642,0.652,UP
-0.642,0.642,UP
-0.642,0.632,UP
-0.642,0.622,UP
-0.642,0.612,UP
-0.642,0.602,UP
-0.642,0.592,UP
-0.642,0.582,UP
-0.642,0.572,UP
-0.642,0.562,UP
-0.642,0.552,UP
-0.642,0.542,UP
-0.642,0.532,UP
-0.642,0.522,UP
-0.642,0.512,UP
-0.642,0.502,UP
-0.642,0.492,UP
-0.642,0.482,UP
-0.642,0.472,UP
-0.642,0.462,UP
-0.642,0.452,UP
-0.642,0.442,UP
-0.642,0.432,UP
-0.642,0.422,UP
-0.642,0.412,UP
-0.642,0.402,UP
-0.642,0.392,UP
-0.642,0.382,UP
-0.642,0.372,UP
-0.642,0.362,UP
-0.642,0.352,UP
-0.642,0.342,UP
-0.642,0.332,UP
-0.642,0.322,UP
-0.642,0.312,UP
-0.642,0.302,UP
-0.642,0.292,UP
-0.642,0.282,UP
-0.642,0.272,UP
-0.642,0.262,UP
-0.642,0.252,UP
-0.642,0.242,UP
-0.642,0.232,UP
-0.642,0.222,UP
-0.642,0.212,UP
-0.642,0.202,UP
-0.642,0.192,UP
-0.642,0.182,UP
-0.642,0.172,UP
-0.642,0.162,UP
-0.642,0.152,UP
-0.642,0.142,UP
-0.642,0.132,UP
-0.642,0.122,UP
-0.642,0.112,UP
-0.642,0.102,UP
-0.642,0.092,UP
-0.642,0.082,UP
-0.642,0.072,UP
-0.642,0.062,UP
-0.642,0.052,UP
-0.642,0.042,UP
-0.632,0.042,RIGHT
-0.622,0.042,RIGHT
-0.612,0.042,RIGHT
-0.602,0.042,RIGHT
-0.592,0.042,RIGHT
-0.582,0.042,RIGHT
-0.572,0.042,RIGHT
-0.562,0.042,RIGHT
-0.552,0.042,RIGHT
-0.542,0.042,RIGHT
-0.532,0.042,RIGHT
-0.522,0.042,RIGHT
-0.512,0.042,RIGHT
-0.502,0.042,RIGHT
-0.492,0.042,RIGHT
-0.482,0.042,RIGHT
-0.472,0.042,RIGHT
-0.462,0.042,RIGHT
-0.452,0.042,RIGHT
-0.442,0.042,RIGHT
-0.432,0.042,RIGHT
-0.422,0.042,RIGHT
-0.412,0.042,RIGHT
-0.402,0.042,RIGHT
-0.392,0.042,RIGHT
-0.382,0.042,RIGHT
-0.372,0.042,RIGHT
-0.362,0.042,RIGHT
-0.352,0.042,RIGHT
-0.342,0.042,RIGHT
-0.332,0.042,RIGHT
-0.322,0.042,RIGHT
-0.312,0.042,RIGHT
-0.302,0.042,RIGHT
-0.292,0.042,RIGHT
-0.282,0.042,RIGHT
-0.272,0.042,RIGHT
-0.262,0.042,RIGHT
-0.252,0.042,RIGHT
-0.242,0.042,RIGHT
-0.232,0.042,RIGHT
-0.222,0.042,RIGHT
-0.212,0.042,RIGHT
-0.202,0.042,RIGHT
-0.192,0.042,RIGHT
-0.182,0.042,RIGHT
-0.172,0.042,RIGHT
-0.162,0.042,RIGHT
-0.152,0.042,RIGHT
-0.142,0.042,RIGHT
-0.132,0.042,RIGHT
-0.122,0.042,RIGHT
-0.112,0.042,RIGHT
-0.102,0.042,RIGHT
-0.092,0.042,RIGHT
-0.082,0.042,RIGHT
-0.072,0.042,RIGHT
-0.062,0.042,RIGHT
-0.052,0.042,RIGHT
-0.042,0.042,RIGHT
-0.032,0.042,RIGHT
-0.032,0.032,UP
-0.022,0.032,RIGHT
-0.012,0.032,RIGHT
-0.012,0.022,UP
0.174,-0.342,RIGHT
0.174,-0.332,DOWN
0.174,-0.322,DOWN
0.174,-0.312,DOWN
0.174,-0.302,DOWN
0.174,-0.292,DOWN
0.174,-0.282,DOWN
0.174,-0.272,DOWN
0.174,-0.262,DOWN
0.174,-0.252,DOWN
0.174,-0.242,DOWN
0.174,-0.232,DOWN
0.174,-0.222,DOWN
0.174,-0.212,DOWN
0.174,-0.202,DOWN
0.174,-0.192,DOWN
0.174,-0.182,DOWN
0.174,-0.172,DOWN
0.174,-0.162,DOWN
0.174,-0.152,DOWN
0.174,-0.142,DOWN
0.174,-0.132,DOWN
0.174,-0.122,DOWN
0.174,-0.112,DOWN
0.174,-0.102,DOWN
0.174,-0.092,DOWN
0.174,-0.082,DOWN
0.174,-0.072,DOWN
0.174,-0.062,DOWN
0.174,-0.052,DOWN
0.174,-0.042,DOWN
0.174,-0.032,DOWN
0.174,-0.022,DOWN
0.174,-0.012,DOWN
0.164,-0.012,LEFT
0.154,-0.012,LEFT
0.144,-0.012,LEFT
0.134,-0.012,LEFT
0.124,-0.012,LEFT
0.114,-0.012,LEFT
0.104,-0.012,LEFT
0.094,-0.012,LEFT
0.084,-0.012,LEFT
0.074,-0.012,LEFT
0.064,-0.012,LEFT
0.054,-0.012,LEFT
0.044,-0.012,LEFT
0.034,-0.012,LEFT
0.024,-0.012,LEFT
0.272,-0.424,LEFT
0.262,-0.424,LEFT
0.252,-0.424,LEFT
0.242,-0.424,LEFT
0.232,-0.424,LEFT
0.222,-0.424,LEFT
0.212,-0.424,LEFT
0.202,-0.424,LEFT
0.192,-0.424,LEFT
0.182,-0.424,LEFT
0.172,-0.424,LEFT
0.162,-0.424,LEFT
0.152,-0.424,LEFT
0.142,-0.424,LEFT
0.132,-0.424,LEFT
0.122,-0.424,LEFT
0.112,-0.424,LEFT
0.112,-0.414,DOWN
0.112,-0.404,DOWN
0.112,-0.394,DOWN
0.112,-0.384,DOWN
0.112,-0.374,DOWN
0.112,-0.364,DOWN
0.112,-0.354,DOWN
0.112,-0.344,DOWN
0.112,-0.334,DOWN
0.112,-0.324,DOWN
0.112,-0.314,DOWN
0.112,-0.304,DOWN
0.112,-0.294,DOWN
0.112,-0.284,DOWN
0.112,-0.274,DOWN
0.112,-0.264,DOWN
0.112,-0.254,DOWN
0.112,-0.244,DOWN
0.112,-0.234,DOWN
0.112,-0.224,DOWN
0.112,-0.214,DOWN
0.112,-0.204,DOWN
0.112,-0.194,DOWN
0.112,-0.184,DOWN
0.112,-0.174,DOWN
0.112,-0.164,DOWN
0.112,-0.154,DOWN
0.112,-0.144,DOWN
0.112,-0.134,DOWN
0.112,-0.124,DOWN
0.112,-0.114,DOWN
0.112,-0.104,DOWN
0.112,-0.094,DOWN
0.112,-0.084,DOWN
0.112,-0.074,DOWN
0.112,-0.064,DOWN
0.112,-0.054,DOWN
0.112,-0.044,DOWN
0.112,-0.034,DOWN
0.112,-0.024,DOWN
0.112,-0.014,DOWN
0.102,-0.014,LEFT
0.092,-0.014,LEFT
0.082,-0.014,LEFT
0.072,-0.014,LEFT
0.062,-0.014,LEFT
0.052,-0.014,LEFT
0.042,-0.014,LEFT
0.032,-0.014,LEFT
0.022,-0.014,LEFT
0.406,0.438,LEFT
0.406,0.428,UP
0.406,0.418,UP
0.406,0.408,UP
0.406,0.398,UP
0.406,0.388,UP
0.406,0.378,UP
0.406,0.368,UP
0.406,0.358,UP
0.406,0.348,UP
0.406,0.338,UP
0.406,0.328,UP
0.406,0.318,UP
0.406,0.308,UP
0.406,0.298,UP
0.406,0.288,UP
0.406,0.278,UP
0.406,0.268,UP
0.406,0.258,UP
0.406,0.248,UP
0.406,0.238,UP
0.406,0.228,UP
0.406,0.218,UP
0.406,0.208,UP
0.406,0.198,UP
0.406,0.188,UP
0.406,0.178,UP
0.406,0.168,UP
0.406,0.158,UP
0.406,0.148,UP
0.406,0.138,UP
0.406,0.128,UP
0.406,0.118,UP
0.406,0.108,UP
0.406,0.098,UP
0.406,0.088,UP
0.406,0.078,UP
0.406,0.068,UP
0.406,0.058,UP
0.406,0.048,UP
0.406,0.038,UP
0.406,0.028,UP
0.406,0.018,UP
0.396,0.018,LEFT
0.386,0.018,LEFT
0.376,0.018,LEFT
0.366,0.018,LEFT
0.356,0.018,LEFT
0.346,0.018,LEFT
0.336,0.018,LEFT
0.326,0.018,LEFT
0.316,0.018,LEFT
0.306,0.018,LEFT
0.296,0.018,LEFT
0.286,0.018,LEFT
0.276,0.018,LEFT
0.266,0.018,LEFT
0.256,0.018,LEFT
0.246,0.018,LEFT
0.236,0.018,LEFT
0.226,0.018,LEFT
0.216,0.018,LEFT
0.206,0.018,LEFT
0.196,0.018,LEFT
0.186,0.018,LEFT
0.176,0.018,LEFT
0.166,0.018,LEFT
0.156,0.018,LEFT
0.146,0.018,LEFT
0.136,0.018,LEFT
0.126,0.018,LEFT
0.116,0.018,LEFT
0.106,0.018,LEFT
0.096,0.018,LEFT
0.086,0.018,LEFT
0.076,0.018,LEFT
0.066,0.018,LEFT
0.056,0.018,LEFT
0.046,0.018,LEFT
0.036,0.018,LEFT
0.026,0.018,LEFT
-0.074,0.016,LEFT
-0.064,0.016,RIGHT
-0.054,0.016,RIGHT
-0.044,0.016,RIGHT
-0.034,0.016,RIGHT
-0.024,0.016,RIGHT
-0.304,-0.272,RIGHT
-0.304,-0.262,DOWN
-0.304,-0.252,DOWN
-0.304,-0.242,DOWN
-0.304,-0.232,DOWN
-0.304,-0.222,DOWN
-0.304,-0.212,DOWN
-0.304,-0.202,DOWN
-0.304,-0.192,DOWN
-0.304,-0.182,DOWN
-0.304,-0.172,DOWN
-0.304,-0.162,DOWN
-0.304,-0.152,DOWN
-0.304,-0.142,DOWN
-0.304,-0.132,DOWN
-0.304,-0.122,DOWN
-0.304,-0.112,DOWN
-0.304,-0.102,DOWN
-0.304,-0.092,DOWN
-0.304,-0.082,DOWN
-0.304,-0.072,DOWN
-0.304,-0.062,DOWN
-0.304,-0.052,DOWN
-0.304,-0.042,DOWN
-0.304,-0.032,DOWN
-0.304,-0.022,DOWN
-0.304,-0.012,DOWN
-0.294,-0.012,RIGHT
-0.284,-0.012,RIGHT
-0.274,-0.012,RIGHT
-0.264,-0.012,RIGHT
-0.254,-0.012,RIGHT
-0.244,-0.012,RIGHT
-0.234,-0.012,RIGHT
-0.224,-0.012,RIGHT
-0.214,-0.012,RIGHT
-0.204,-0.012,RIGHT
-0.194,-0.012,RIGHT
-0.184,-0.012,RIGHT
-0.174,-0.012,RIGHT
-0.164,-0.012,RIGHT
-0.154,-0.012,RIGHT
-0.144,-0.012,RIGHT
-0.134,-0.012,RIGHT
-0.124,-0.012,RIGHT
-0.114,-0.012,RIGHT
-0.104,-0.012,RIGHT
-0.094,-0.012,RIGHT
-0.084,-0.012,RIGHT
-0.074,-0.012,RIGHT
-0.064,-0.012,RIGHT
-0.054,-0.012,RIGHT
-0.044,-0.012,RIGHT
-0.034,-0.012,RIGHT
-0.024,-0.012,RIGHT
-0.202,0.594,RIGHT
-0.202,0.584,UP
-0.202,0.574,UP
-0.202,0.564,UP
-0.202,0.554,UP
-0.202,0.544,UP
-0.202,0.534,UP
-0.202,0.524,UP
-0.202,0.514,UP
-0.202,0.504,UP
-0.202,0.494,UP
-0.202,0.484,UP
-0.202,0.474,UP
-0.202,0.464,UP
-0.202,0.454,UP
-0.202,0.444,UP
-0.202,0.434,UP
-0.202,0.424,UP
-0.202,0.414,UP
-0.202,0.404,UP
-0.202,0.394,UP
-0.202,0.384,UP
-0.202,0.374,UP
-0.202,0.364,UP
-0.202,0.354,UP
-0.202,0.344,UP
-0.202,0.334,UP
-0.202,0.324,UP
-0.202,0.314,UP
-0.202,0.304,UP
-0.202,0.294,UP
-0.202,0.284,UP
-0.202,0.274,UP
-0.202,0.264,UP
-0.202,0.254,UP
-0.202,0.244,UP
-0.202,0.234,UP
-0.202,0.224,UP
-0.202,0.214,UP
-0.202,0.204,UP
-0.202,0.194,UP
-0.202,0.184,UP
-0.202,0.174,UP
-0.202,0.164,UP
-0.202,0.154,UP
-0.202,0.144,UP
-0.202,0.134,UP
-0.202,0.124,UP
-0.202,0.114,UP
-0.202,0.104,UP
-0.202,0.094,UP
-0.202,0.084,UP
-0.202,0.074,UP
-0.202,0.064,UP
-0.202,0.054,UP
-0.202,0.044,UP
-0.192,0.044,RIGHT
-0.182,0.044,RIGHT
-0.172,0.044,RIGHT
-0.162,0.044,RIGHT
-0.152,0.044,RIGHT
-0.142,0.044,RIGHT
-0.132,0.044,RIGHT
-0.122,0.044,RIGHT
-0.112,0.044,RIGHT
-0.102,0.044,RIGHT
-0.092,0.044,RIGHT
-0.082,0.044,RIGHT
-0.072,0.044,RIGHT
-0.062,0.044,RIGHT
-0.052,0.044,RIGHT
-0.042,0.044,RIGHT
-0.032,0.044,RIGHT
-0.032,0.034,UP
-0.022,0.034,RIGHT
-0.012,0.034,RIGHT
-0.012,0.024,UP
0.132,-0.81,RIGHT
0.132,-0.8,DOWN
0.132,-0.79,DOWN
0.132,-0.78,DOWN
0.132,-0.77,DOWN
0.132,-0.76,DOWN
0.132,-0.75,DOWN
0.132,-0.74,DOWN
0.132,-0.73,DOWN
0.132,-0.72,DOWN
0.132,-0.71,DOWN
0.132,-0.7,DOWN
0.132,-0.69,DOWN
0.132,-0.68,DOWN
0.122,-0.68,LEFT
0.122,-0.67,DOWN
0.122,-0.66,DOWN
0.122,-0.65,DOWN
0.122,-0.64,DOWN
0.122,-0.63,DOWN
0.122,-0.62,DOWN
0.122,-0.61,DOWN
0.122,-0.6,DOWN
0.122,-0.59,DOWN
0.122,-0.58,DOWN
0.122,-0.57,DOWN
0.122,-0.56,DOWN
0.122,-0.55,DOWN
0.122,-0.54,DOWN
0.122,-0.53,DOWN
0.112,-0.53,LEFT
0.112,-0.52,DOWN
0.112,-0.51,DOWN
0.112,-0.5,DOWN
0.112,-0.49,DOWN
0.112,-0.48,DOWN
0.112,-0.47,DOWN
0.112,-0.46,DOWN
0.112,-0.45,DOWN
0.112,-0.44,DOWN
0.112,-0.43,DOWN
0.112,-0.42,DOWN
0.112,-0.41,DOWN
0.112,-0.4,DOWN
0.112,-0.39,DOWN
0.112,-0.38,DOWN
0.112,-0.37,DOWN
0.112,-0.36,DOWN
0.112,-0.35,DOWN
0.112,-0.34,DOWN
0.112,-0.33,DOWN
0.112,-0.32,DOWN
0.112,-0.31,DOWN
0.112,-0.3,DOWN
0.112,-0.29,DOWN
0.112,-0.28,DOWN
0.112,-0.27,DOWN
0.112,-0.26,DOWN
0.112,-0.25,DOWN
0.112,-0.24,DOWN
0.112,-0.23,DOWN
0.112,-0.22,DOWN
0.112,-0.21,DOWN
0.112,-0.2,DOWN
0.112,-0.19,DOWN
0.112,-0.18,DOWN
0.112,-0.17,DOWN
0.112,-0.16,DOWN
0.112,-0.15,DOWN
0.112,-0.14,DOWN
0.112,-0.13,DOWN
0.112,-0.12,DOWN
0.112,-0.11,DOWN
0.112,-0.1,DOWN
0.112,-0.09,DOWN
0.112,-0.08,DOWN
0.112,-0.07,DOWN
0.112,-0.06,DOWN
0.112,-0.05,DOWN
0.112,-0.04,DOWN
0.112,-0.03,DOWN
0.112,-0.02,DOWN
0.112,-0.01,DOWN
0.102,-0.01,LEFT
0.092,-0.01,LEFT
0.082,-0.01,LEFT
0.072,-0.01,LEFT
0.062,-0.01,LEFT
0.052,-0.01,LEFT
0.042,-0.01,LEFT
0.032,-0.01,LEFT
0.022,-0.01,LEFT
-0.048,0.096,LEFT
-0.048,0.086,UP
-0.048,0.076,UP
-0.048,0.066,UP
-0.048,0.056,UP
-0.048,0.046,UP
-0.048,0.036,UP
-0.038,0.036,RIGHT
-0.028,0.036,RIGHT
-0.018,0.036,RIGHT
-0.018,0.026,UP
0.468,0.21,RIGHT
0.468,0.2,UP
0.468,0.19,UP
0.468,0.18,UP
0.468,0.17,UP
0.468,0.16,UP
0.468,0.15,UP
0.468,0.14,UP
0.468,0.13,UP
0.468,0.12,UP
0.468,0.11,UP
0.468,0.1,UP
0.468,0.09,UP
0.468,0.08,UP
0.468,0.07,UP
0.468,0.06,UP
0.468,0.05,UP
0.468,0.04,UP
0.468,0.03,UP
0.468,0.02,UP
0.458,0.02,LEFT
0.448,0.02,LEFT
0.438,0.02,LEFT
0.428,0.02,LEFT
0.418,0.02,LEFT
0.408,0.02,LEFT
0.398,0.02,LEFT
0.388,0.02,LEFT
0.378,0.02,LEFT
0.368,0.02,LEFT
0.358,0.02,LEFT
0.348,0.02,LEFT
0.338,0.02,LEFT
0.328,0.02,LEFT
0.318,0.02,LEFT
0.308,0.02,LEFT
0.298,0.02,LEFT
0.288,0.02,LEFT
0.278,0.02,LEFT
0.268,0.02,LEFT
0.258,0.02,LEFT
0.248,0.02,LEFT
0.238,0.02,LEFT
0.228,0.02,LEFT
0.218,0.02,LEFT
0.208,0.02,LEFT
0.198,0.02,LEFT
0.188,0.02,LEFT
0.178,0.02,LEFT
0.168,0.02,LEFT
0.158,0.02,LEFT
0.148,0.02,LEFT
0.138,0.02,LEFT
0.128,0.02,LEFT
0.118,0.02,LEFT
0.108,0.02,LEFT
0.098,0.02,LEFT
0.088,0.02,LEFT
0.078,0.02,LEFT
0.068,0.02,LEFT
0.058,0.02,LEFT
0.048,0.02,LEFT
0.038,0.02,LEFT
0.028,0.02,LEFT
-0.402,0.296,LEFT
-0.402,0.286,UP
-0.402,0.276,UP
-0.402,0.266,UP
-0.402,0.256,UP
-0.402,0.246,UP
-0.402,0.236,UP
-0.402,0.226,UP
-0.402,0.216,UP
-0.402,0.206,UP
-0.402,0.196,UP
-0.402,0.186,UP
-0.402,0.176,UP
-0.402,0.166,UP
-0.402,0.156,UP
-0.402,0.146,UP
-0.402,0.136,UP
-0.402,0.126,UP
-0.402,0.116,UP
-0.402,0.106,UP
-0.402,0.096,UP
-0.402,0.086,UP
-0.402,0.076,UP
-0.402,0.066,UP
-0.402,0.056,UP
-0.402,0.046,UP
-0.392,0.046,RIGHT
-0.382,0.046,RIGHT
-0.372,0.046,RIGHT
-0.362,0.046,RIGHT
-0.352,0.046,RIGHT
-0.342,0.046,RIGHT
-0.332,0.046,RIGHT
-0.322,0.046,RIGHT
-0.312,0.046,RIGHT
-0.302,0.046,RIGHT
-0.292,0.046,RIGHT
-0.282,0.046,RIGHT
-0.272,0.046,RIGHT
-0.262,0.046,RIGHT
-0.252,0.046,RIGHT
-0.242,0.046,RIGHT
-0.232,0.046,RIGHT
-0.222,0.046,RIGHT
-0.212,0.046,RIGHT
-0.202,0.046,RIGHT
-0.192,0.046,RIGHT
-0.182,0.046,RIGHT
-0.172,0.046,RIGHT
-0.162,0.046,RIGHT
-0.152,0.046,RIGHT
-0.142,0.046,RIGHT
-0.132,0.046,RIGHT
-0.122,0.046,RIGHT
-0.112,0.046,RIGHT
-0.102,0.046,RIGHT
-0.092,0.046,RIGHT
-0.082,0.046,RIGHT
-0.072,0.046,RIGHT
-0.062,0.046,RIGHT
-0.052,0.046,RIGHT
-0.042,0.046,RIGHT
-0.042,0.036,UP
-0.032,0.036,RIGHT
-0.022,0.036,RIGHT
-0.022,0.026,UP
0.002,-0.672,RIGHT
0.002,-0.662,DOWN
0.002,-0.652,DOWN
0.002,-0.642,DOWN
0.002,-0.632,DOWN
0.002,-0.622,DOWN
0.002,-0.612,DOWN
0.002,-0.602,DOWN
0.002,-0.592,DOWN
0.002,-0.582,DOWN
0.002,-0.572,DOWN
0.002,-0.562,DOWN
0.002,-0.552,DOWN
0.002,-0.542,DOWN
0.002,-0.532,DOWN
0.002,-0.522,DOWN
0.002,-0.512,DOWN
0.002,-0.502,DOWN
0.002,-0.492,DOWN
0.002,-0.482,DOWN
0.002,-0.472,DOWN
0.002,-0.462,DOWN
0.002,-0.452,DOWN
0.002,-0.442,DOWN
0.002,-0.432,DOWN
0.002,-0.422,DOWN
0.002,-0.412,DOWN
0.002,-0.402,DOWN
0.002,-0.392,DOWN
0.002,-0.382,DOWN
0.002,-0.372,DOWN
0.002,-0.362,DOWN
0.002,-0.352,DOWN
0.002,-0.342,DOWN
0.002,-0.332,DOWN
0.002,-0.322,DOWN
0.002,-0.312,DOWN
0.002,-0.302,DOWN
0.002,-0.292,DOWN
0.002,-0.282,DOWN
0.002,-0.272,DOWN
0.002,-0.262,DOWN
0.002,-0.252,DOWN
0.002,-0.242,DOWN
0.002,-0.232,DOWN
0.002,-0.222,DOWN
0.002,-0.212,DOWN
0.002,-0.202,DOWN
0.002,-0.192,DOWN
0.002,-0.182,DOWN
0.002,-0.172,DOWN
0.002,-0.162,DOWN
0.002,-0.152,DOWN
0.002,-0.142,DOWN
0.002,-0.132,DOWN
0.002,-0.122,DOWN
0.002,-0.112,DOWN
0.002,-0.102,DOWN
0.002,-0.092,DOWN
0.002,-0.082,DOWN
0.002,-0.072,DOWN
0.002,-0.062,DOWN
0.002,-0.052,DOWN
0.002,-0.042,DOWN
0.002,-0.032,DOWN
0.002,-0.022,DOWN
0.292,0.226,DOWN
0.292,0.216,UP
0.292,0.206,UP
0.292,0.196,UP
0.292,0.186,UP
0.292,0.176,UP
0.292,0.166,UP
0.292,0.156,UP
0.292,0.146,UP
0.292,0.136,UP
0.292,0.126,UP
0.292,0.116,UP
0.292,0.106,UP
0.292,0.096,UP
0.292,0.086,UP
0.292,0.076,UP
0.292,0.066,UP
0.292,0.056,UP
0.292,0.046,UP
0.292,0.036,UP
0.292,0.026,UP
0.282,0.026,LEFT
0.272,0.026,LEFT
0.262,0.026,LEFT
0.252,0.026,LEFT
0.242,0.026,LEFT
0.232,0.026,LEFT
0.222,0.026,LEFT
0.212,0.026,LEFT
0.202,0.026,LEFT
0.192,0.026,LEFT
0.182,0.026,LEFT
0.172,0.026,LEFT
0.162,0.026,LEFT
0.152,0.026,LEFT
0.142,0.026,LEFT
0.132,0.026,LEFT
0.122,0.026,LEFT
0.112,0.026,LEFT
0.102,0.026,LEFT
0.092,0.026,LEFT
0.082,0.026,LEFT
0.072,0.026,LEFT
0.062,0.026,LEFT
0.052,0.026,LEFT
0.042,0.026,LEFT
0.032,0.026,LEFT
0.022,0.026,LEFT
-0.426,-0.088,LEFT
-0.426,-0.078,DOWN
-0.426,-0.068,DOWN
-0.426,-0.058,DOWN
-0.426,-0.048,DOWN
-0.426,-0.038,DOWN
-0.426,-0.028,DOWN
-0.426,-0.018,DOWN
-0.426,-0.008,DOWN
-0.416,-0.008,RIGHT
-0.406,-0.008,RIGHT
-0.396,-0.008,RIGHT
-0.386,-0.008,RIGHT
-0.376,-0.008,RIGHT
-0.366,-0.008,RIGHT
-0.356,-0.008,RIGHT
-0.346,-0.008,RIGHT
-0.336,-0.008,RIGHT
-0.326,-0.008,RIGHT
-0.316,-0.008,RIGHT
-0.306,-0.008,RIGHT
-0.296,-0.008,RIGHT
-0.286,-0.008,RIGHT
-0.276,-0.008,RIGHT
-0.266,-0.008,RIGHT
-0.256,-0.008,RIGHT
-0.246,-0.008,RIGHT
-0.236,-0.008,RIGHT
-0.226,-0.008,RIGHT
-0.216,-0.008,RIGHT
-0.206,-0.008,RIGHT
-0.196,-0.008,RIGHT
-0.186,-0.008,RIGHT
-0.176,-0.008,RIGHT
-0.166,-0.008,RIGHT
-0.156,-0.008,RIGHT
-0.146,-0.008,RIGHT
-0.136,-0.008,RIGHT
-0.126,-0.008,RIGHT
-0.116,-0.008,RIGHT
-0.106,-0.008,RIGHT
-0.096,-0.008,RIGHT
-0.086,-0.008,RIGHT
-0.076,-0.008,RIGHT
-0.066,-0.008,RIGHT
-0.056,-0.008,RIGHT
-0.046,-0.008,RIGHT
-0.036,-0.008,RIGHT
-0.026,-0.008,RIGHT
0.146,0.82,RIGHT
0.146,0.81,UP
0.146,0.8,UP
0.146,0.79,UP
0.146,0.78,UP
0.146,0.77,UP
0.146,0.76,UP
0.146,0.75,UP
0.146,0.74,UP
0.146,0.73,UP
0.146,0.72,UP
0.146,0.71,UP
0.146,0.7,UP
0.146,0.69,UP
0.146,0.68,UP
0.146,0.67,UP
0.146,0.66,UP
0.146,0.65,UP
0.146,0.64,UP
0.146,0.63,UP
0.146,0.62,UP
0.146,0.61,UP
0.146,0.6,UP
0.146,0.59,UP
0.146,0.58,UP
0.146,0.57,UP
0.146,0.56,UP
0.146,0.55,UP
0.146,0.54,UP
0.146,0.53,UP
0.146,0.52,UP
0.146,0.51,UP
0.146,0.5,UP
0.146,0.49,UP
0.146,0.48,UP
0.146,0.47,UP
0.146,0.46,UP
0.146,0.45,UP
0.146,0.44,UP
0.146,0.43,UP
0.146,0.42,UP
0.146,0.41,UP
0.146,0.4,UP
0.146,0.39,UP
0.146,0.38,UP
0.146,0.37,UP
0.146,0.36,UP
0.146,0.35,UP
0.146,0.34,UP
0.146,0.33,UP
0.146,0.32,UP
0.146,0.31,UP
0.146,0.3,UP
0.146,0.29,UP
0.146,0.28,UP
0.146,0.27,UP
0.146,0.26,UP
0.146,0.25,UP
0.146,0.24,UP
0.146,0.23,UP
0.146,0.22,UP
0.146,0.21,UP
0.146,0.2,UP
0.146,0.19,UP
0.146,0.18,UP
0.146,0.17,UP
0.146,0.16,UP
0.146,0.15,UP
0.146,0.14,UP
0.146,0.13,UP
0.146,0.12,UP
0.146,0.11,UP
0.146,0.1,UP
0.146,0.09,UP
0.146,0.08,UP
0.146,0.07,UP
0.136,0.07,LEFT
0.126,0.07,LEFT
0.116,0.07,LEFT
0.106,0.07,LEFT
0.096,0.07,LEFT
0.086,0.07,LEFT
0.076,0.07,LEFT
0.066,0.07,LEFT
0.056,0.07,LEFT
0.056,0.06,UP
0.046,0.06,LEFT
0.046,0.05,UP
0.046,0.04,UP
0.036,0.04,LEFT
0.036,0.03,UP
0.026,0.03,LEFT
0.016,0.03,LEFT
0.016,0.02,UP
0.294,-0.208,LEFT
0.294,-0.198,DOWN
0.294,-0.188,DOWN
0.294,-0.178,DOWN
0.294,-0.168,DOWN
0.294,-0.158,DOWN
0.294,-0.148,DOWN
0.294,-0.138,DOWN
0.294,-0.128,DOWN
0.294,-0.118,DOWN
0.294,-0.108,DOWN
0.294,-0.098,DOWN
0.294,-0.088,DOWN
0.294,-0.078,DOWN
0.294,-0.068,DOWN
0.294,-0.058,DOWN
0.294,-0.048,DOWN
0.294,-0.038,DOWN
0.294,-0.028,DOWN
0.294,-0.018,DOWN
0.284,-0.018,LEFT
0.274,-0.018,LEFT
0.264,-0.018,LEFT
0.254,-0.018,LEFT
0.244,-0.018,LEFT
0.234,-0.018,LEFT
0.224,-0.018,LEFT
0.214,-0.018,LEFT
0.204,-0.018,LEFT
0.194,-0.018,LEFT
0.184,-0.018,LEFT
0.174,-0.018,LEFT
0.164,-0.018,LEFT
0.154,-0.018,LEFT
0.144,-0.018,LEFT
